iyear;country_txt;success;suicide;attack_type;targtype;group_terror;weapon_type;nkill;month
1985;France;WAAR;ONWAAR;Bombing/Explosion;Unknown;Corsican National Liberation Front (FLNC);Explosives/Bombs/Dynamite;;1
1985;France;WAAR;ONWAAR;Assassination;Government (General);Action Directe;Firearms;1;1
1985;France;WAAR;ONWAAR;Bombing/Explosion;Unknown;Corsican National Liberation Front (FLNC);Explosives/Bombs/Dynamite;0;1
1985;West Germany (FRG);WAAR;ONWAAR;Facility/Infrastructure Attack;Business;Unknown;Incendiary;0;1
1985;Portugal;WAAR;ONWAAR;Bombing/Explosion;Military;Unknown;Explosives/Bombs/Dynamite;0;1
1985;Portugal;WAAR;ONWAAR;Bombing/Explosion;Military;Unknown;Explosives/Bombs/Dynamite;0;1
1985;Portugal;WAAR;ONWAAR;Bombing/Explosion;Military;Unknown;Explosives/Bombs/Dynamite;0;1
1985;Portugal;WAAR;ONWAAR;Bombing/Explosion;Military;Unknown;Explosives/Bombs/Dynamite;0;1
1985;Portugal;WAAR;ONWAAR;Bombing/Explosion;Military;Unknown;Explosives/Bombs/Dynamite;0;1
1985;Portugal;WAAR;ONWAAR;Bombing/Explosion;Military;Unknown;Explosives/Bombs/Dynamite;0;1
1985;Portugal;WAAR;ONWAAR;Bombing/Explosion;Military;Unknown;Explosives/Bombs/Dynamite;0;1
1985;Portugal;WAAR;ONWAAR;Bombing/Explosion;Military;Unknown;Explosives/Bombs/Dynamite;0;1
1985;West Germany (FRG);WAAR;ONWAAR;Assassination;Business;Red Army Faction (RAF);Firearms;1;2
1985;United Kingdom;WAAR;ONWAAR;Assassination;Military;Irish Republican Army (IRA);Firearms;1;2
1985;Greece;WAAR;ONWAAR;Bombing/Explosion;Business;National Front (Greece);Explosives/Bombs/Dynamite;0;2
1985;Spain;WAAR;ONWAAR;Bombing/Explosion;Business;Basque Fatherland and Freedom (ETA);Explosives/Bombs/Dynamite;0;2
1985;Spain;WAAR;ONWAAR;Bombing/Explosion;Business;Basque Fatherland and Freedom (ETA);Explosives/Bombs/Dynamite;0;2
1985;France;WAAR;ONWAAR;Bombing/Explosion;Government (General);Unknown;Explosives/Bombs/Dynamite;0;2
1985;West Germany (FRG);WAAR;ONWAAR;Facility/Infrastructure Attack;Police;Northern Terror Front;Incendiary;0;2
1985;West Germany (FRG);WAAR;ONWAAR;Facility/Infrastructure Attack;Business;Unknown;Incendiary;0;2
1985;Greece;WAAR;ONWAAR;Facility/Infrastructure Attack;Journalists & Media;Unknown;Incendiary;0;2
1985;Spain;WAAR;ONWAAR;Armed Assault;Private Citizens & Property;Basque Fatherland and Freedom (ETA);Incendiary;0;2
1985;Spain;WAAR;ONWAAR;Armed Assault;Private Citizens & Property;Basque Fatherland and Freedom (ETA);Incendiary;0;2
1985;Spain;WAAR;ONWAAR;Armed Assault;Private Citizens & Property;Basque Fatherland and Freedom (ETA);Incendiary;0;2
1985;Italy;WAAR;ONWAAR;Bombing/Explosion;Transportation;Worker's Brigade;Explosives/Bombs/Dynamite;0;2
1985;France;WAAR;ONWAAR;Bombing/Explosion;Military;Separatists;Explosives/Bombs/Dynamite;;2
1985;United Kingdom;WAAR;ONWAAR;Assassination;Police;Irish Republican Army (IRA);Firearms;1;2
1985;United Kingdom;WAAR;ONWAAR;Assassination;Private Citizens & Property;Ulster Volunteer Force (UVF);Firearms;1;2
1985;Spain;WAAR;ONWAAR;Assassination;Business;Basque Fatherland and Freedom (ETA);Firearms;1;2
1985;United Kingdom;WAAR;ONWAAR;Assassination;Police;Irish Republican Army (IRA);Firearms;1;2
1985;Spain;WAAR;ONWAAR;Bombing/Explosion;Government (General);Autonomous Anti-Capitalist Commandos (CAA);Explosives/Bombs/Dynamite;0;2
1985;Spain;WAAR;ONWAAR;Armed Assault;Police;Unknown;Firearms;0;2
1985;France;WAAR;ONWAAR;Bombing/Explosion;Business;Carribbean Revolutionary Independence Army;Explosives/Bombs/Dynamite;0;2
1985;United Kingdom;WAAR;ONWAAR;Assassination;Private Citizens & Property;Irish Republican Army (IRA);Firearms;1;2
1985;Spain;WAAR;ONWAAR;Unknown;Private Citizens & Property;Unknown;Unknown;0;2
1985;Spain;WAAR;ONWAAR;Bombing/Explosion;Business;Basque Fatherland and Freedom (ETA);Explosives/Bombs/Dynamite;0;2
1985;West Germany (FRG);WAAR;ONWAAR;Hijacking;Airports & Aircraft;Syrians;Melee;0;2
1985;United Kingdom;WAAR;ONWAAR;Bombing/Explosion;Police;Irish Republican Army (IRA);Explosives/Bombs/Dynamite;9;2
1985;Austria;ONWAAR;ONWAAR;Assassination;Government (Diplomatic);Unknown;Firearms;0;2
1985;United Kingdom;WAAR;ONWAAR;Bombing/Explosion;Police;Irish Republican Army (IRA);Explosives/Bombs/Dynamite;9;2
1985;United Kingdom;WAAR;ONWAAR;Bombing/Explosion;Military;Irish Republican Army (IRA);Explosives/Bombs/Dynamite;1;2
1985;Greece;ONWAAR;ONWAAR;Bombing/Explosion;Government (Diplomatic);Khristos Kasimis;Explosives/Bombs/Dynamite;0;3
1985;United Kingdom;WAAR;ONWAAR;Assassination;Police;Irish Republican Army (IRA);Firearms;1;3
1985;France;WAAR;ONWAAR;Assassination;Educational Institution;Unknown;Unknown;4;3
1985;West Germany (FRG);WAAR;ONWAAR;Bombing/Explosion;Business;Unknown;Explosives/Bombs/Dynamite;0;3
1985;Spain;WAAR;ONWAAR;Assassination;Police;Basque Fatherland and Freedom (ETA);Explosives/Bombs/Dynamite;1;3
1985;West Germany (FRG);WAAR;ONWAAR;Bombing/Explosion;Private Citizens & Property;Red Army Faction (RAF);Unknown;0;3
1985;France;WAAR;ONWAAR;Bombing/Explosion;Business;New caledonian independence supporters;Explosives/Bombs/Dynamite;0;3
1985;West Germany (FRG);WAAR;ONWAAR;Bombing/Explosion;Private Citizens & Property;Red Army Faction (RAF);Unknown;0;3
1985;West Germany (FRG);WAAR;ONWAAR;Unknown;Private Citizens & Property;Red Army Faction (RAF);Unknown;0;3
1985;West Germany (FRG);ONWAAR;ONWAAR;Assassination;Military;Red Army Faction (RAF);Firearms;0;3
1985;Spain;WAAR;ONWAAR;Armed Assault;Police;Basque Fatherland and Freedom (ETA);Firearms;0;3
1985;Portugal;WAAR;ONWAAR;Bombing/Explosion;Business;Popular Forces of April 25;Explosives/Bombs/Dynamite;0;3
1985;Portugal;WAAR;ONWAAR;Bombing/Explosion;Business;Popular Forces of April 25;Explosives/Bombs/Dynamite;0;3
1985;Portugal;WAAR;ONWAAR;Bombing/Explosion;Business;Popular Forces of April 25;Explosives/Bombs/Dynamite;0;3
1985;Portugal;WAAR;ONWAAR;Bombing/Explosion;Business;Popular Forces of April 25;Explosives/Bombs/Dynamite;0;3
1985;Portugal;WAAR;ONWAAR;Bombing/Explosion;Business;Popular Forces of April 25;Explosives/Bombs/Dynamite;0;3
1985;Portugal;WAAR;ONWAAR;Bombing/Explosion;Business;Popular Forces of April 25;Explosives/Bombs/Dynamite;0;3
1985;Portugal;WAAR;ONWAAR;Bombing/Explosion;Business;Popular Forces of April 25;Explosives/Bombs/Dynamite;0;3
1985;Spain;WAAR;ONWAAR;Armed Assault;Telecommunication;Basque terrorists;Firearms;0;3
1985;West Germany (FRG);ONWAAR;ONWAAR;Bombing/Explosion;Military;Red Army Faction (RAF);Explosives/Bombs/Dynamite;0;3
1985;United Kingdom;ONWAAR;ONWAAR;Unarmed Assault;Food or Water Supply;Animal Rights Militia;Chemical;0;3
1985;Cyprus;WAAR;ONWAAR;Bombing/Explosion;Airports & Aircraft;Unknown;Explosives/Bombs/Dynamite;0;3
1985;Portugal;WAAR;ONWAAR;Bombing/Explosion;Business;Popular Forces of April 25;Explosives/Bombs/Dynamite;0;3
1985;United Kingdom;WAAR;ONWAAR;Bombing/Explosion;Business;Irish Republican Army (IRA);Explosives/Bombs/Dynamite;0;3
1985;United Kingdom;WAAR;ONWAAR;Bombing/Explosion;Police;Irish Republican Army (IRA);Firearms;0;3
1985;Spain;WAAR;ONWAAR;Bombing/Explosion;Military;Basque Fatherland and Freedom (ETA);Explosives/Bombs/Dynamite;0;3
1985;Switzerland;WAAR;ONWAAR;Bombing/Explosion;Business;Valais Group Against Hydro-Rhone;Explosives/Bombs/Dynamite;0;3
1985;United Kingdom;ONWAAR;ONWAAR;Bombing/Explosion;Police;Irish Republican Army (IRA);Explosives/Bombs/Dynamite;0;3
1985;Cyprus;WAAR;ONWAAR;Bombing/Explosion;Airports & Aircraft;Black September II;Explosives/Bombs/Dynamite;0;3
1985;Greece;WAAR;ONWAAR;Bombing/Explosion;Airports & Aircraft;Black September II;Explosives/Bombs/Dynamite;0;3
1985;Italy;WAAR;ONWAAR;Bombing/Explosion;Airports & Aircraft;Black September II;Explosives/Bombs/Dynamite;0;3
1985;Spain;WAAR;ONWAAR;Bombing/Explosion;Business;Basque Fatherland and Freedom (ETA);Explosives/Bombs/Dynamite;0;3
1985;Spain;WAAR;ONWAAR;Bombing/Explosion;Government (General);Basque Fatherland and Freedom (ETA);Explosives/Bombs/Dynamite;0;3
1985;Spain;WAAR;ONWAAR;Bombing/Explosion;Government (General);Basque Fatherland and Freedom (ETA);Explosives/Bombs/Dynamite;0;3
1985;Greece;WAAR;ONWAAR;Hostage Taking (Barricade Incident);Airports & Aircraft;Unknown;Explosives/Bombs/Dynamite;0;3
1985;Greece;WAAR;ONWAAR;Hostage Taking (Barricade Incident);Airports & Aircraft;Unknown;Explosives/Bombs/Dynamite;0;3
1985;Ireland;WAAR;ONWAAR;Assassination;Terrorists/Non-State Militia;Irish Republican Army (IRA);Firearms;1;3
1985;Italy;WAAR;ONWAAR;Armed Assault;Police;Right-Wing Extremists;Firearms;2;3
1985;Greece;WAAR;ONWAAR;Armed Assault;Government (Diplomatic);Unknown;Incendiary;0;3
1985;Netherlands;ONWAAR;ONWAAR;Bombing/Explosion;Business;Pan-Turkish Organization;Explosives/Bombs/Dynamite;0;3
1985;Italy;WAAR;ONWAAR;Assassination;Government (General);Red Brigades;Firearms;1;3
1985;United Kingdom;WAAR;ONWAAR;Bombing/Explosion;Military;Irish Republican Army (IRA);Firearms;1;3
1985;United Kingdom;WAAR;ONWAAR;Bombing/Explosion;Business;Irish Republican Army (IRA);Explosives/Bombs/Dynamite;1;3
1985;France;WAAR;ONWAAR;Bombing/Explosion;Business;Hezbollah;Explosives/Bombs/Dynamite;0;3
1985;France;WAAR;ONWAAR;Bombing/Explosion;Business;Hezbollah;Explosives/Bombs/Dynamite;0;3
1985;United Kingdom;WAAR;ONWAAR;Assassination;Police;Irish Republican Army (IRA);Firearms;1;3
1985;France;WAAR;ONWAAR;Assassination;Terrorists/Non-State Militia;Anti-Terrorist Liberation Group (GAL);Firearms;1;3
1985;United Kingdom;WAAR;ONWAAR;Bombing/Explosion;Police;Irish Republican Army (IRA);Firearms;;3
1985;Spain;WAAR;ONWAAR;Bombing/Explosion;Business;Basque Fatherland and Freedom (ETA);Explosives/Bombs/Dynamite;0;4
1985;Cyprus;WAAR;ONWAAR;Assassination;Business;Arab Unionist Nationalist Organization;Unknown;1;4
1985;United Kingdom;WAAR;ONWAAR;Bombing/Explosion;Police;Irish Republican Army (IRA);Explosives/Bombs/Dynamite;2;4
1985;United Kingdom;WAAR;ONWAAR;Bombing/Explosion;Government (General);Irish Republican Army (IRA);Explosives/Bombs/Dynamite;2;4
1985;Greece;ONWAAR;ONWAAR;Bombing/Explosion;Airports & Aircraft;Unknown;Explosives/Bombs/Dynamite;0;4
1985;Greece;WAAR;ONWAAR;Facility/Infrastructure Attack;Government (General);Unknown;Incendiary;;4
1985;United Kingdom;WAAR;ONWAAR;Assassination;Private Citizens & Property;Ulster Freedom Fighters (UFF);Firearms;1;4
1985;West Germany (FRG);WAAR;ONWAAR;Bombing/Explosion;Utilities;Red Army Faction (RAF);Explosives/Bombs/Dynamite;0;4
1985;West Germany (FRG);WAAR;ONWAAR;Bombing/Explosion;Maritime;Action Struggle Against the World;Explosives/Bombs/Dynamite;0;4
1985;Greece;WAAR;ONWAAR;Facility/Infrastructure Attack;Business;Unknown;Incendiary;;4
1985;Spain;WAAR;ONWAAR;Bombing/Explosion;Business;Hezbollah;Explosives/Bombs/Dynamite;18;4
1985;France;WAAR;ONWAAR;Bombing/Explosion;Government (General);Action Directe;Explosives/Bombs/Dynamite;0;4
1985;France;WAAR;ONWAAR;Bombing/Explosion;Business;Action Directe;Explosives/Bombs/Dynamite;0;4
1985;France;WAAR;ONWAAR;Bombing/Explosion;Journalists & Media;Action Directe;Explosives/Bombs/Dynamite;0;4
1985;France;WAAR;ONWAAR;Bombing/Explosion;Business;Basque Fatherland and Freedom (ETA);Explosives/Bombs/Dynamite;0;4
1985;France;WAAR;ONWAAR;Bombing/Explosion;Utilities;Action Directe;Explosives/Bombs/Dynamite;0;4
1985;Spain;WAAR;ONWAAR;Bombing/Explosion;Police;Unknown;Explosives/Bombs/Dynamite;0;4
1985;Belgium;WAAR;ONWAAR;Bombing/Explosion;NGO;Proletarian Revolutionary Action Front (FRAP);Explosives/Bombs/Dynamite;0;4
1985;Belgium;WAAR;ONWAAR;Bombing/Explosion;Business;Proletarian Revolutionary Action Front (FRAP);Explosives/Bombs/Dynamite;0;4
1985;France;WAAR;ONWAAR;Bombing/Explosion;Government (General);Unknown;Explosives/Bombs/Dynamite;0;4
1985;United Kingdom;WAAR;ONWAAR;Hostage Taking (Kidnapping);Business;Unknown;Unknown;0;4
1985;Switzerland;ONWAAR;ONWAAR;Assassination;Government (Diplomatic);Unknown;Explosives/Bombs/Dynamite;0;4
1985;Switzerland;WAAR;ONWAAR;Bombing/Explosion;Government (Diplomatic);Unknown;Explosives/Bombs/Dynamite;0;4
1985;Switzerland;WAAR;ONWAAR;Bombing/Explosion;Government (Diplomatic);Unknown;Explosives/Bombs/Dynamite;0;4
1985;Switzerland;WAAR;ONWAAR;Bombing/Explosion;Government (Diplomatic);Unknown;Explosives/Bombs/Dynamite;0;4
1985;United Kingdom;WAAR;ONWAAR;Facility/Infrastructure Attack;Government (General);Scottish National Liberation Army;Incendiary;0;4
1985;West Germany (FRG);ONWAAR;ONWAAR;Bombing/Explosion;Military;Unknown;Explosives/Bombs/Dynamite;0;4
1985;West Germany (FRG);ONWAAR;ONWAAR;Bombing/Explosion;Military;Unknown;Explosives/Bombs/Dynamite;0;4
1985;West Germany (FRG);WAAR;ONWAAR;Bombing/Explosion;Business;Revolutionary Cells;Explosives/Bombs/Dynamite;0;4
1985;Spain;WAAR;ONWAAR;Assassination;Business;Basque Fatherland and Freedom (ETA);Firearms;1;4
1985;Spain;ONWAAR;ONWAAR;Bombing/Explosion;Business;Basque Fatherland and Freedom (ETA);Explosives/Bombs/Dynamite;0;4
1985;Spain;WAAR;ONWAAR;Bombing/Explosion;Private Citizens & Property;Basque Fatherland and Freedom (ETA);Explosives/Bombs/Dynamite;0;5
1985;West Germany (FRG);ONWAAR;ONWAAR;Bombing/Explosion;Government (Diplomatic);Unknown;Explosives/Bombs/Dynamite;0;5
1985;Spain;WAAR;ONWAAR;Bombing/Explosion;Private Citizens & Property;Basque Fatherland and Freedom (ETA);Explosives/Bombs/Dynamite;0;5
1985;Spain;WAAR;ONWAAR;Bombing/Explosion;Private Citizens & Property;Basque Fatherland and Freedom (ETA);Explosives/Bombs/Dynamite;0;5
1985;Belgium;WAAR;ONWAAR;Bombing/Explosion;Private Citizens & Property;Communist Combattant Cells (CCC) (Belgium);Explosives/Bombs/Dynamite;2;5
1985;Spain;WAAR;ONWAAR;Bombing/Explosion;Private Citizens & Property;Basque Fatherland and Freedom (ETA);Explosives/Bombs/Dynamite;0;5
1985;Spain;WAAR;ONWAAR;Bombing/Explosion;Business;Basque Fatherland and Freedom (ETA);Explosives/Bombs/Dynamite;0;5
1985;Spain;WAAR;ONWAAR;Bombing/Explosion;Private Citizens & Property;Basque Fatherland and Freedom (ETA);Explosives/Bombs/Dynamite;0;5
1985;Spain;WAAR;ONWAAR;Bombing/Explosion;Private Citizens & Property;Basque Fatherland and Freedom (ETA);Explosives/Bombs/Dynamite;0;5
1985;Spain;WAAR;ONWAAR;Bombing/Explosion;Private Citizens & Property;Basque Fatherland and Freedom (ETA);Explosives/Bombs/Dynamite;0;5
1985;Spain;WAAR;ONWAAR;Bombing/Explosion;Business;Basque Fatherland and Freedom (ETA);Explosives/Bombs/Dynamite;0;5
1985;Spain;WAAR;ONWAAR;Bombing/Explosion;Business;Basque Fatherland and Freedom (ETA);Explosives/Bombs/Dynamite;0;5
1985;Spain;WAAR;ONWAAR;Bombing/Explosion;Business;Basque Fatherland and Freedom (ETA);Explosives/Bombs/Dynamite;0;5
1985;Spain;WAAR;ONWAAR;Bombing/Explosion;Business;Basque Fatherland and Freedom (ETA);Explosives/Bombs/Dynamite;0;5
1985;Spain;WAAR;ONWAAR;Bombing/Explosion;Business;Basque Fatherland and Freedom (ETA);Explosives/Bombs/Dynamite;0;5
1985;France;WAAR;ONWAAR;Bombing/Explosion;Private Citizens & Property;Corsican National Liberation Front (FLNC);Explosives/Bombs/Dynamite;0;5
1985;France;WAAR;ONWAAR;Bombing/Explosion;Private Citizens & Property;Corsican National Liberation Front (FLNC);Explosives/Bombs/Dynamite;0;5
1985;France;WAAR;ONWAAR;Bombing/Explosion;Private Citizens & Property;Corsican National Liberation Front (FLNC);Explosives/Bombs/Dynamite;0;5
1985;France;WAAR;ONWAAR;Bombing/Explosion;Private Citizens & Property;Corsican National Liberation Front (FLNC);Explosives/Bombs/Dynamite;0;5
1985;France;WAAR;ONWAAR;Bombing/Explosion;Private Citizens & Property;Corsican National Liberation Front (FLNC);Explosives/Bombs/Dynamite;0;5
1985;France;WAAR;ONWAAR;Bombing/Explosion;Private Citizens & Property;Corsican National Liberation Front (FLNC);Explosives/Bombs/Dynamite;0;5
1985;France;WAAR;ONWAAR;Bombing/Explosion;Private Citizens & Property;Corsican National Liberation Front (FLNC);Explosives/Bombs/Dynamite;0;5
1985;France;WAAR;ONWAAR;Bombing/Explosion;Private Citizens & Property;Corsican National Liberation Front (FLNC);Explosives/Bombs/Dynamite;0;5
1985;France;WAAR;ONWAAR;Bombing/Explosion;Private Citizens & Property;Corsican National Liberation Front (FLNC);Explosives/Bombs/Dynamite;0;5
1985;France;WAAR;ONWAAR;Bombing/Explosion;Private Citizens & Property;Corsican National Liberation Front (FLNC);Explosives/Bombs/Dynamite;0;5
1985;France;WAAR;ONWAAR;Bombing/Explosion;Private Citizens & Property;Corsican National Liberation Front (FLNC);Explosives/Bombs/Dynamite;0;5
1985;France;WAAR;ONWAAR;Bombing/Explosion;Private Citizens & Property;Corsican National Liberation Front (FLNC);Explosives/Bombs/Dynamite;0;5
1985;France;WAAR;ONWAAR;Bombing/Explosion;Private Citizens & Property;Corsican National Liberation Front (FLNC);Explosives/Bombs/Dynamite;0;5
1985;France;WAAR;ONWAAR;Bombing/Explosion;Private Citizens & Property;Corsican National Liberation Front (FLNC);Explosives/Bombs/Dynamite;0;5
1985;France;WAAR;ONWAAR;Bombing/Explosion;Private Citizens & Property;Corsican National Liberation Front (FLNC);Explosives/Bombs/Dynamite;0;5
1985;France;WAAR;ONWAAR;Bombing/Explosion;Private Citizens & Property;Corsican National Liberation Front (FLNC);Explosives/Bombs/Dynamite;0;5
1985;France;WAAR;ONWAAR;Bombing/Explosion;Private Citizens & Property;Corsican National Liberation Front (FLNC);Explosives/Bombs/Dynamite;0;5
1985;West Germany (FRG);WAAR;ONWAAR;Bombing/Explosion;Business;Proletarian Action Group;Explosives/Bombs/Dynamite;0;5
1985;Spain;WAAR;ONWAAR;Bombing/Explosion;Private Citizens & Property;Unknown;Explosives/Bombs/Dynamite;0;5
1985;United Kingdom;WAAR;ONWAAR;Assassination;Private Citizens & Property;Irish Republican Army (IRA);Firearms;1;5
1985;Spain;WAAR;ONWAAR;Bombing/Explosion;Private Citizens & Property;Basque Fatherland and Freedom (ETA);Explosives/Bombs/Dynamite;0;5
1985;Belgium;WAAR;ONWAAR;Bombing/Explosion;Police;Communist Combattant Cells (CCC) (Belgium);Explosives/Bombs/Dynamite;0;5
1985;Portugal;WAAR;ONWAAR;Bombing/Explosion;Journalists & Media;Unknown;Explosives/Bombs/Dynamite;;5
1985;Luxembourg;WAAR;ONWAAR;Bombing/Explosion;Utilities;Fighting Ecologist Movement;Explosives/Bombs/Dynamite;0;5
1985;Spain;ONWAAR;ONWAAR;Assassination;Police;Basque Fatherland and Freedom (ETA);Explosives/Bombs/Dynamite;0;5
1985;Greece;WAAR;ONWAAR;Bombing/Explosion;Utilities;Unknown;Explosives/Bombs/Dynamite;0;5
1985;Spain;ONWAAR;ONWAAR;Bombing/Explosion;Private Citizens & Property;Basque Fatherland and Freedom (ETA);Explosives/Bombs/Dynamite;0;5
1985;West Germany (FRG);WAAR;ONWAAR;Bombing/Explosion;Utilities;Unknown;Explosives/Bombs/Dynamite;0;5
1985;France;WAAR;ONWAAR;Hostage Taking (Kidnapping);Terrorists/Non-State Militia;Irish Republican Army (IRA);Unknown;1;5
1985;France;WAAR;ONWAAR;Bombing/Explosion;Business;Corsican National Liberation Front (FLNC);Explosives/Bombs/Dynamite;0;5
1985;France;WAAR;ONWAAR;Bombing/Explosion;Business;Corsican National Liberation Front (FLNC);Explosives/Bombs/Dynamite;0;5
1985;France;WAAR;ONWAAR;Bombing/Explosion;Business;Corsican National Liberation Front (FLNC);Explosives/Bombs/Dynamite;0;5
1985;France;WAAR;ONWAAR;Bombing/Explosion;Business;Corsican National Liberation Front (FLNC);Explosives/Bombs/Dynamite;0;5
1985;France;WAAR;ONWAAR;Bombing/Explosion;Business;Corsican National Liberation Front (FLNC);Explosives/Bombs/Dynamite;0;5
1985;France;WAAR;ONWAAR;Bombing/Explosion;Business;Corsican National Liberation Front (FLNC);Explosives/Bombs/Dynamite;0;5
1985;France;WAAR;ONWAAR;Bombing/Explosion;Business;Corsican National Liberation Front (FLNC);Explosives/Bombs/Dynamite;0;5
1985;France;WAAR;ONWAAR;Bombing/Explosion;Business;Corsican National Liberation Front (FLNC);Explosives/Bombs/Dynamite;0;5
1985;France;WAAR;ONWAAR;Bombing/Explosion;Business;Corsican National Liberation Front (FLNC);Explosives/Bombs/Dynamite;0;5
1985;France;WAAR;ONWAAR;Bombing/Explosion;Business;Corsican National Liberation Front (FLNC);Explosives/Bombs/Dynamite;0;5
1985;France;WAAR;ONWAAR;Bombing/Explosion;Business;Corsican National Liberation Front (FLNC);Explosives/Bombs/Dynamite;0;5
1985;France;WAAR;ONWAAR;Bombing/Explosion;Business;Corsican National Liberation Front (FLNC);Explosives/Bombs/Dynamite;0;5
1985;France;WAAR;ONWAAR;Bombing/Explosion;Business;Corsican National Liberation Front (FLNC);Explosives/Bombs/Dynamite;0;5
1985;France;WAAR;ONWAAR;Bombing/Explosion;Business;Corsican National Liberation Front (FLNC);Explosives/Bombs/Dynamite;0;5
1985;France;WAAR;ONWAAR;Bombing/Explosion;Business;Corsican National Liberation Front (FLNC);Explosives/Bombs/Dynamite;0;5
1985;Greece;WAAR;ONWAAR;Bombing/Explosion;Business;Unknown;Explosives/Bombs/Dynamite;0;5
1985;Spain;WAAR;ONWAAR;Bombing/Explosion;Police;Basque Fatherland and Freedom (ETA);Explosives/Bombs/Dynamite;0;5
1985;United Kingdom;WAAR;ONWAAR;Bombing/Explosion;Private Citizens & Property;Irish Republican Army (IRA);Explosives/Bombs/Dynamite;0;5
1985;Spain;WAAR;ONWAAR;Assassination;Police;Basque Fatherland and Freedom (ETA);Firearms;1;5
1985;Spain;WAAR;ONWAAR;Bombing/Explosion;Police;Unknown;Explosives/Bombs/Dynamite;0;5
1985;Spain;ONWAAR;ONWAAR;Assassination;Police;Basque Fatherland and Freedom (ETA);Explosives/Bombs/Dynamite;1;5
1985;Spain;WAAR;ONWAAR;Bombing/Explosion;Police;Basque Fatherland and Freedom (ETA);Explosives/Bombs/Dynamite;1;5
1985;Spain;WAAR;ONWAAR;Assassination;Government (General);Basque Fatherland and Freedom (ETA);Firearms;1;5
1985;Spain;ONWAAR;ONWAAR;Assassination;Police;Basque Fatherland and Freedom (ETA);Firearms;0;5
1985;Spain;WAAR;ONWAAR;Assassination;Private Citizens & Property;Basque Fatherland and Freedom (ETA);Firearms;1;5
1985;Spain;ONWAAR;ONWAAR;Bombing/Explosion;Police;Basque Fatherland and Freedom (ETA);Explosives/Bombs/Dynamite;0;5
1985;Greece;WAAR;ONWAAR;Armed Assault;Police;Unknown;Incendiary;0;5
