iyear,country_txt,success,suicide,attack_type,targtype,group_terror,weapon_type,nkill,month
1980,West Germany (FRG),WAAR,ONWAAR,Assassination,Military,Irish Republican Army (IRA),Firearms,1,2
1980,Spain,WAAR,ONWAAR,Assassination,Business,Basque Fatherland and Freedom (ETA),Firearms,1,2
1980,Italy,WAAR,ONWAAR,Bombing/Explosion,Airports & Aircraft,Armenian Secret Army for the Liberation of Armenia,Explosives/Bombs/Dynamite,0,2
1980,Italy,WAAR,ONWAAR,Bombing/Explosion,Airports & Aircraft,Armenian Secret Army for the Liberation of Armenia,Explosives/Bombs/Dynamite,,2
1980,Italy,WAAR,ONWAAR,Bombing/Explosion,Airports & Aircraft,Armenian Secret Army for the Liberation of Armenia,Explosives/Bombs/Dynamite,0,2
1980,Spain,WAAR,ONWAAR,Assassination,Military,Basque Fatherland and Freedom (ETA),Firearms,1,2
1980,Spain,WAAR,ONWAAR,Bombing/Explosion,Government (General),Basque Fatherland and Freedom (ETA),Explosives/Bombs/Dynamite,0,2
1980,Italy,WAAR,ONWAAR,Facility/Infrastructure Attack,Educational Institution,Left-Wing Terrorists,Incendiary,0,2
1980,Italy,WAAR,ONWAAR,Facility/Infrastructure Attack,Journalists & Media,Neo-Fascists,Incendiary,0,2
1980,Italy,WAAR,ONWAAR,Bombing/Explosion,Police,Workers' Organization for Communism,Explosives/Bombs/Dynamite,0,2
1980,Italy,WAAR,ONWAAR,Bombing/Explosion,Journalists & Media,Proletarian communist commandos,Explosives/Bombs/Dynamite,0,2
1980,United Kingdom,ONWAAR,ONWAAR,Assassination,Private Citizens & Property,Ulster Volunteer Force (UVF),Firearms,1,2
1980,Italy,WAAR,ONWAAR,Bombing/Explosion,Business,Revolutionary Action Groups,Explosives/Bombs/Dynamite,0,3
1980,Italy,WAAR,ONWAAR,Bombing/Explosion,Business,Unknown,Explosives/Bombs/Dynamite,0,3
1980,Italy,WAAR,ONWAAR,Bombing/Explosion,Journalists & Media,Unknown,Explosives/Bombs/Dynamite,,3
1980,Italy,WAAR,ONWAAR,Bombing/Explosion,Police,Unknown,Explosives/Bombs/Dynamite,0,3
1980,United Kingdom,WAAR,ONWAAR,Bombing/Explosion,Transportation,Irish Republican Army (IRA),Explosives/Bombs/Dynamite,0,3
1980,West Germany (FRG),WAAR,ONWAAR,Armed Assault,Military,Irish Republican Army (IRA),Firearms,,3
1980,Spain,WAAR,ONWAAR,Assassination,Business,Abu Nidal Organization (ANO),Firearms,1,3
1980,United Kingdom,WAAR,ONWAAR,Armed Assault,Military,Irish Republican Army (IRA),Firearms,1,3
1980,West Germany (FRG),WAAR,ONWAAR,Bombing/Explosion,Government (Diplomatic),Afghans,Explosives/Bombs/Dynamite,0,3
1980,France,WAAR,ONWAAR,Bombing/Explosion,Government (Diplomatic),Unknown,Explosives/Bombs/Dynamite,0,3
1980,United Kingdom,WAAR,ONWAAR,Bombing/Explosion,Military,Irish Republican Army (IRA),Explosives/Bombs/Dynamite,0,3
1980,United Kingdom,WAAR,ONWAAR,Facility/Infrastructure Attack,Military,Irish National Liberation Army (INLA),Incendiary,0,3
1980,United Kingdom,WAAR,ONWAAR,Bombing/Explosion,Military,Irish Republican Army (IRA),Explosives/Bombs/Dynamite,1,3
1980,Italy,WAAR,ONWAAR,Bombing/Explosion,Journalists & Media,Territorial Anti-Fascist Patrols,Explosives/Bombs/Dynamite,0,3
1980,Spain,WAAR,ONWAAR,Bombing/Explosion,Private Citizens & Property,Canary Islands Independence Movement,Explosives/Bombs/Dynamite,0,3
1980,Spain,ONWAAR,ONWAAR,Facility/Infrastructure Attack,Transportation,28 February Armed Group,Incendiary,0,3
1980,West Germany (FRG),WAAR,ONWAAR,Facility/Infrastructure Attack,Business,Left-Wing Guerrillas,Incendiary,0,3
1980,West Germany (FRG),WAAR,ONWAAR,Facility/Infrastructure Attack,Journalists & Media,Left-Wing Guerrillas,Incendiary,0,3
1980,West Germany (FRG),WAAR,ONWAAR,Facility/Infrastructure Attack,Business,Left-Wing Guerrillas,Incendiary,0,3
1980,West Germany (FRG),WAAR,ONWAAR,Facility/Infrastructure Attack,Business,Left-Wing Guerrillas,Incendiary,0,3
1980,France,WAAR,ONWAAR,Bombing/Explosion,Journalists & Media,Corsican Separatists,Explosives/Bombs/Dynamite,,3
1980,France,WAAR,ONWAAR,Bombing/Explosion,Journalists & Media,Corsican Separatists,Explosives/Bombs/Dynamite,,3
1980,France,WAAR,ONWAAR,Bombing/Explosion,Journalists & Media,Corsican Separatists,Explosives/Bombs/Dynamite,,3
1980,France,WAAR,ONWAAR,Bombing/Explosion,Journalists & Media,Corsican Separatists,Explosives/Bombs/Dynamite,,3
1980,France,WAAR,ONWAAR,Bombing/Explosion,Business,Corsican Separatists,Explosives/Bombs/Dynamite,,3
1980,France,WAAR,ONWAAR,Bombing/Explosion,Business,Corsican Separatists,Explosives/Bombs/Dynamite,,3
1980,France,WAAR,ONWAAR,Bombing/Explosion,Business,Corsican Separatists,Explosives/Bombs/Dynamite,,3
1980,France,WAAR,ONWAAR,Bombing/Explosion,Business,Corsican Separatists,Explosives/Bombs/Dynamite,,3
1980,France,WAAR,ONWAAR,Bombing/Explosion,Business,Corsican Separatists,Explosives/Bombs/Dynamite,,3
1980,France,WAAR,ONWAAR,Bombing/Explosion,Business,Corsican Separatists,Explosives/Bombs/Dynamite,,3
1980,France,WAAR,ONWAAR,Bombing/Explosion,Business,Corsican Separatists,Explosives/Bombs/Dynamite,,3
1980,France,WAAR,ONWAAR,Bombing/Explosion,Business,Corsican Separatists,Explosives/Bombs/Dynamite,,3
1980,France,WAAR,ONWAAR,Bombing/Explosion,Business,Corsican Separatists,Explosives/Bombs/Dynamite,,3
1980,France,WAAR,ONWAAR,Bombing/Explosion,Business,Corsican Separatists,Explosives/Bombs/Dynamite,,3
1980,France,WAAR,ONWAAR,Bombing/Explosion,Business,Corsican Separatists,Explosives/Bombs/Dynamite,,3
1980,Italy,WAAR,ONWAAR,Bombing/Explosion,Airports & Aircraft,Armenian Secret Army for the Liberation of Armenia,Explosives/Bombs/Dynamite,10,3
1980,West Germany (FRG),ONWAAR,ONWAAR,Assassination,Military,Irish Republican Army (IRA),Firearms,0,3
1980,Italy,WAAR,ONWAAR,Armed Assault,Business,Communist Territorial Nuclei,Firearms,0,3
1980,Italy,WAAR,ONWAAR,Bombing/Explosion,Airports & Aircraft,Armenian Secret Army for the Liberation of Armenia,Explosives/Bombs/Dynamite,2,3
1980,Spain,WAAR,ONWAAR,Bombing/Explosion,Government (General),Basque Fatherland and Freedom (ETA),Explosives/Bombs/Dynamite,0,3
1980,Italy,ONWAAR,ONWAAR,Assassination,Violent Political Party,Anti-Fascist Territorial Group,Firearms,,3
1980,West Germany (FRG),WAAR,ONWAAR,Armed Assault,Military,Irish Republican Army (IRA),Firearms,0,3
1980,Italy,WAAR,ONWAAR,Assassination,Journalists & Media,Left-Wing Terrorists,Firearms,1,3
1980,Italy,WAAR,ONWAAR,Assassination,Journalists & Media,Red Flying Squad,Firearms,1,3
1980,Spain,WAAR,ONWAAR,Facility/Infrastructure Attack,Government (General),Unknown,Incendiary,,3
1980,Spain,WAAR,ONWAAR,Bombing/Explosion,Educational Institution,Unknown,Explosives/Bombs/Dynamite,,3
1980,Spain,WAAR,ONWAAR,Bombing/Explosion,Military,Basque Fatherland and Freedom (ETA),Explosives/Bombs/Dynamite,0,3
1980,United Kingdom,WAAR,ONWAAR,Assassination,Military,Irish Republican Army (IRA),Firearms,1,3
1980,France,WAAR,ONWAAR,Armed Assault,Government (General),Action Directe,Firearms,0,3
1980,Italy,WAAR,ONWAAR,Assassination,Government (General),Unknown,Firearms,1,3
1980,West Germany (FRG),WAAR,ONWAAR,Bombing/Explosion,Government (General),Unknown,Explosives/Bombs/Dynamite,0,3
1980,United Kingdom,ONWAAR,ONWAAR,Bombing/Explosion,Terrorists/Non-State Militia,Irish Republican Army (IRA),Explosives/Bombs/Dynamite,1,3
1980,Italy,WAAR,ONWAAR,Assassination,Educational Institution,Red Brigades,Firearms,0,3
1980,United Kingdom,WAAR,ONWAAR,Facility/Infrastructure Attack,Government (Diplomatic),Red Brigades,Incendiary,0,3
1980,Italy,WAAR,ONWAAR,Assassination,Police,Red Brigades,Firearms,3,3
1980,Ireland,WAAR,ONWAAR,Bombing/Explosion,Private Citizens & Property,Irish Republican Army (IRA),Firearms,0,3
1980,Spain,WAAR,ONWAAR,Assassination,Business,Basque Fatherland and Freedom (ETA),Firearms,1,3
1980,Spain,WAAR,ONWAAR,Assassination,Business,Basque Fatherland and Freedom (ETA),Firearms,1,3
1980,France,ONWAAR,ONWAAR,Assassination,Government (General),Iparretarrak (IK),Explosives/Bombs/Dynamite,2,3
1980,Spain,ONWAAR,ONWAAR,Bombing/Explosion,Business,Unknown,Explosives/Bombs/Dynamite,0,3
1980,Spain,WAAR,ONWAAR,Assassination,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite,1,3
1980,Italy,WAAR,ONWAAR,Facility/Infrastructure Attack,Business,Red Brigades,Incendiary,0,3
1980,Italy,WAAR,ONWAAR,Facility/Infrastructure Attack,Business,Red Brigades,Incendiary,0,3
1980,Italy,WAAR,ONWAAR,Facility/Infrastructure Attack,Business,Red Brigades,Incendiary,0,3
1980,Italy,WAAR,ONWAAR,Facility/Infrastructure Attack,Business,Red Brigades,Incendiary,0,3
1980,Italy,WAAR,ONWAAR,Facility/Infrastructure Attack,Business,Red Brigades,Incendiary,0,3
1980,Spain,ONWAAR,ONWAAR,Bombing/Explosion,Police,Basque Fatherland and Freedom (ETA),Explosives/Bombs/Dynamite,0,3
1980,France,WAAR,ONWAAR,Bombing/Explosion,Police,Action Directe,Explosives/Bombs/Dynamite,0,3
1980,Italy,WAAR,ONWAAR,Hostage Taking (Kidnapping),Military,Red Brigades,Firearms,,3
1980,Spain,WAAR,ONWAAR,Armed Assault,Police,Basque Fatherland and Freedom (ETA),Incendiary,0,3
1980,Cyprus,ONWAAR,ONWAAR,Bombing/Explosion,Military,National Organization of Cypriot Fighters (EOKA),Explosives/Bombs/Dynamite,3,4
1980,France,WAAR,ONWAAR,Bombing/Explosion,Airports & Aircraft,Unknown,Explosives/Bombs/Dynamite,0,4
1980,Italy,WAAR,ONWAAR,Armed Assault,Government (General),Red Brigades,Firearms,,4
1980,United Kingdom,WAAR,ONWAAR,Armed Assault,Private Citizens & Property,Ulster Volunteer Force (UVF),Firearms,1,4
1980,France,WAAR,ONWAAR,Armed Assault,Government (Diplomatic),Group Yuri Choukewitch,Incendiary,0,4
1980,Italy,WAAR,ONWAAR,Bombing/Explosion,Police,Communist Patrols for Counter Power,Explosives/Bombs/Dynamite,0,4
1980,United Kingdom,WAAR,ONWAAR,Bombing/Explosion,Police,Irish National Liberation Army (INLA),Explosives/Bombs/Dynamite,0,4
1980,United Kingdom,WAAR,ONWAAR,Assassination,Police,Irish Republican Army (IRA),Firearms,1,4
1980,Italy,WAAR,ONWAAR,Bombing/Explosion,Police,Communist Patrols for Counter Power,Explosives/Bombs/Dynamite,0,4
1980,France,WAAR,ONWAAR,Unknown,Business,Action Directe,Unknown,0,4
1980,United Kingdom,WAAR,ONWAAR,Bombing/Explosion,Private Citizens & Property,Protestant Extremists,Other,0,4
1980,Spain,WAAR,ONWAAR,Assassination,Private Citizens & Property,Basque Fatherland and Freedom (ETA),Firearms,2,4
1980,Spain,WAAR,ONWAAR,Bombing/Explosion,Business,Basque Fatherland and Freedom (ETA),Unknown,0,4
1980,France,WAAR,ONWAAR,Unknown,Business,Action Directe,Unknown,0,4
1980,United Kingdom,WAAR,ONWAAR,Hostage Taking (Kidnapping),Private Citizens & Property,Irish Republican Army (IRA),Firearms,1,4
1980,Italy,WAAR,ONWAAR,Assassination,Private Citizens & Property,Proletarian Patrols,Firearms,1,4
1980,United Kingdom,WAAR,ONWAAR,Assassination,Police,Irish Republican Extremists,Firearms,1,4
1980,Spain,ONWAAR,ONWAAR,Assassination,Government (General),Basque Fatherland and Freedom (ETA),Firearms,0,4
1980,United Kingdom,WAAR,ONWAAR,Assassination,Journalists & Media,Libyan Students,Firearms,1,4
1980,France,WAAR,ONWAAR,Bombing/Explosion,Government (General),Action Directe,Explosives/Bombs/Dynamite,0,4
1980,United Kingdom,WAAR,ONWAAR,Bombing/Explosion,Business,Irish Republican Army (IRA),Explosives/Bombs/Dynamite,0,4
1980,United Kingdom,WAAR,ONWAAR,Bombing/Explosion,Business,Irish Republican Army (IRA),Explosives/Bombs/Dynamite,0,4
1980,United Kingdom,WAAR,ONWAAR,Facility/Infrastructure Attack,Business,Irish Republican Army (IRA),Incendiary,0,4
1980,France,WAAR,ONWAAR,Bombing/Explosion,Government (General),Action Directe,Explosives/Bombs/Dynamite,0,4
1980,France,WAAR,ONWAAR,Bombing/Explosion,Government (General),Action Directe,Explosives/Bombs/Dynamite,0,4
1980,France,WAAR,ONWAAR,Bombing/Explosion,Government (General),Action Directe,Explosives/Bombs/Dynamite,0,4
1980,United Kingdom,ONWAAR,ONWAAR,Bombing/Explosion,Terrorists/Non-State Militia,Ulster Freedom Fighters (UFF),Explosives/Bombs/Dynamite,1,4
1980,Spain,WAAR,ONWAAR,Bombing/Explosion,Police,Basque Fatherland and Freedom (ETA),Explosives/Bombs/Dynamite,0,4
1980,Italy,WAAR,ONWAAR,Hostage Taking (Barricade Incident),Journalists & Media,Communist Attack Units,Firearms,0,4
1980,Spain,WAAR,ONWAAR,Assassination,Police,Basque Fatherland and Freedom (ETA),Firearms,2,4
1980,Italy,WAAR,ONWAAR,Facility/Infrastructure Attack,Business,Justice Commandos for the Armenian Genocide,Incendiary,0,4
1980,Italy,WAAR,ONWAAR,Facility/Infrastructure Attack,Government (General),Justice Commandos for the Armenian Genocide,Incendiary,0,4
1980,Italy,WAAR,ONWAAR,Bombing/Explosion,Police,Justice Commandos for the Armenian Genocide,Explosives/Bombs/Dynamite,0,4
1980,United Kingdom,WAAR,ONWAAR,Assassination,Military,Irish Republican Extremists,Firearms,1,4
1980,Italy,ONWAAR,ONWAAR,Assassination,Government (Diplomatic),Justice Commandos for the Armenian Genocide,Firearms,0,4
1980,Italy,WAAR,ONWAAR,Facility/Infrastructure Attack,Private Citizens & Property,Armed Revolutionary Nuclei (NAR),Chemical,0,4
1980,France,ONWAAR,ONWAAR,Bombing/Explosion,Government (Diplomatic),New Armenian Resistance,Explosives/Bombs/Dynamite,0,4
1980,France,WAAR,ONWAAR,Bombing/Explosion,Government (General),Unknown,Explosives/Bombs/Dynamite,0,4
1980,Spain,WAAR,ONWAAR,Assassination,Private Citizens & Property,Spanish Basque Battalion (BBE) (rightist),Firearms,1,4
1980,United Kingdom,WAAR,ONWAAR,Bombing/Explosion,Police,Irish Republican Army (IRA),Explosives/Bombs/Dynamite,0,4
1980,Italy,WAAR,ONWAAR,Assassination,Business,Libyan Students (Sponsored by Qadaffi Regime),Firearms,1,4
1980,Spain,WAAR,ONWAAR,Bombing/Explosion,Government (General),Spanish Basque Battalion (BBE) (rightist),Explosives/Bombs/Dynamite,0,4
1980,Spain,WAAR,ONWAAR,Bombing/Explosion,Business,Unknown,Explosives/Bombs/Dynamite,0,4
1980,France,WAAR,ONWAAR,Bombing/Explosion,Government (General),Unknown,Explosives/Bombs/Dynamite,0,4
1980,France,WAAR,ONWAAR,Bombing/Explosion,Government (General),Unknown,Explosives/Bombs/Dynamite,0,4
1980,France,WAAR,ONWAAR,Bombing/Explosion,Business,Corsican National Liberation Front (FLNC),Explosives/Bombs/Dynamite,0,4
1980,France,WAAR,ONWAAR,Bombing/Explosion,Business,Corsican National Liberation Front (FLNC),Explosives/Bombs/Dynamite,0,4
1980,France,WAAR,ONWAAR,Bombing/Explosion,Airports & Aircraft,Corsican National Liberation Front (FLNC),Explosives/Bombs/Dynamite,,4
1980,Italy,WAAR,ONWAAR,Bombing/Explosion,Government (General),Territorial Armed Groups for Communism,Explosives/Bombs/Dynamite,0,4
1980,United Kingdom,WAAR,ONWAAR,Bombing/Explosion,Business,Irish Republican Army (IRA),Explosives/Bombs/Dynamite,0,4
1980,United Kingdom,WAAR,ONWAAR,Bombing/Explosion,Business,Irish Republican Army (IRA),Explosives/Bombs/Dynamite,0,4
1980,United Kingdom,WAAR,ONWAAR,Bombing/Explosion,Private Citizens & Property,Irish Republican Army (IRA),Explosives/Bombs/Dynamite,0,4
1980,Switzerland,ONWAAR,ONWAAR,Bombing/Explosion,Airports & Aircraft,Palestine Liberation Organization (PLO),Explosives/Bombs/Dynamite,0,4
1980,France,WAAR,ONWAAR,Bombing/Explosion,Business,Self-Defense Against All Authority,Explosives/Bombs/Dynamite,,4
1980,United Kingdom,WAAR,ONWAAR,Armed Assault,Unknown,Irish Republican Army (IRA),Firearms,1,4
1980,United Kingdom,WAAR,ONWAAR,Assassination,Business,Unknown,Firearms,1,4
1980,France,WAAR,ONWAAR,Armed Assault,Transportation,Right-Wing National Youth Front,Incendiary,,4
1980,France,WAAR,ONWAAR,Bombing/Explosion,Journalists & Media,Corsican National Liberation Front (FLNC),Explosives/Bombs/Dynamite,0,4
1980,Spain,WAAR,ONWAAR,Assassination,Police,Basque Fatherland and Freedom (ETA),Firearms,1,4
1980,Spain,WAAR,ONWAAR,Armed Assault,Transportation,Basque Fatherland and Freedom (ETA),Firearms,2,4
1980,France,WAAR,ONWAAR,Bombing/Explosion,Private Citizens & Property,Corsican National Liberation Front (FLNC),Explosives/Bombs/Dynamite,0,4
1980,Greece,ONWAAR,ONWAAR,Bombing/Explosion,Government (General),Unknown,Explosives/Bombs/Dynamite,0,4
1980,United Kingdom,WAAR,ONWAAR,Armed Assault,Private Citizens & Property,Protestant Extremists,Firearms,1,4
1980,United Kingdom,WAAR,ONWAAR,Armed Assault,Government (Diplomatic),Arab Liberation Front (ALF),Firearms,0,4
1980,Italy,WAAR,ONWAAR,Armed Assault,Business,Armed Groups of Organised Proletariat,Firearms,1,5
1980,Spain,WAAR,ONWAAR,Assassination,Private Citizens & Property,Unknown,Firearms,1,5
1980,Italy,WAAR,ONWAAR,Assassination,Business,Prima Linea,Firearms,1,5
1980,United Kingdom,WAAR,ONWAAR,Armed Assault,Military,Irish Republican Army (IRA),Firearms,1,5
1980,Spain,WAAR,ONWAAR,Assassination,Police,Basque Fatherland and Freedom (ETA),Firearms,1,5
1980,France,WAAR,ONWAAR,Bombing/Explosion,Government (Diplomatic),Militant Zionist Resistance Movement,Explosives/Bombs/Dynamite,0,5
1980,Spain,WAAR,ONWAAR,Armed Assault,Business,Spanish Falange,Firearms,1,5
1980,Greece,WAAR,ONWAAR,Bombing/Explosion,Government (Diplomatic),Unknown,Explosives/Bombs/Dynamite,0,5
1980,Spain,WAAR,ONWAAR,Assassination,Business,Basque Fatherland and Freedom (ETA),Firearms,1,5
1980,Spain,WAAR,ONWAAR,Assassination,Police,Basque Fatherland and Freedom (ETA),Firearms,1,5
1980,United Kingdom,WAAR,ONWAAR,Bombing/Explosion,Business,Irish Republican Army (IRA),Firearms,0,5
1980,United Kingdom,WAAR,ONWAAR,Armed Assault,Business,Irish Republican Army (IRA),Firearms,0,5
1980,Spain,WAAR,ONWAAR,Facility/Infrastructure Attack,Business,First of October Antifascist Resistance Group (GRAPO),Unknown,0,5
1980,Spain,WAAR,ONWAAR,Bombing/Explosion,Business,Basque Fatherland and Freedom (ETA),Explosives/Bombs/Dynamite,0,5
1980,Spain,WAAR,ONWAAR,Bombing/Explosion,Business,Basque Fatherland and Freedom (ETA),Explosives/Bombs/Dynamite,0,5
1980,West Germany (FRG),WAAR,ONWAAR,Assassination,Government (Diplomatic),Unknown,Firearms,1,5
1980,Italy,WAAR,ONWAAR,Assassination,Business,Qaddaffis,Firearms,1,5
1980,France,WAAR,ONWAAR,Bombing/Explosion,Government (Diplomatic),Unknown,Explosives/Bombs/Dynamite,0,5
1980,United Kingdom,WAAR,ONWAAR,Assassination,Police,Irish Republican Army (IRA),Firearms,1,5
1980,Italy,WAAR,ONWAAR,Assassination,Police,Red Brigades,Firearms,1,5
1980,France,WAAR,ONWAAR,Bombing/Explosion,Government (General),Corsican National Liberation Front (FLNC),Explosives/Bombs/Dynamite,0,5
1980,Portugal,WAAR,ONWAAR,Assassination,Police,Popular Forces of April 25,Unknown,1,5
1980,United Kingdom,WAAR,ONWAAR,Bombing/Explosion,Police,Unknown,Explosives/Bombs/Dynamite,0,5
1980,France,WAAR,ONWAAR,Bombing/Explosion,Police,Corsican National Liberation Front (FLNC),Firearms,,5
1980,United Kingdom,ONWAAR,ONWAAR,Bombing/Explosion,Police,Irish Republican Army (IRA),Explosives/Bombs/Dynamite,0,5
