iyear;country_txt;success;suicide;attack_type;targtype;group_terror;weapon_type;nkill;month
1995;Netherlands;WAAR;ONWAAR;Bombing/Explosion;Private Citizens & Property;Unknown;Explosives/Bombs/Dynamite;1;2
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Government (General);Right-Wing Extremists;Incendiary;0;2
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Business;Kurdistan Workers' Party (PKK);Incendiary;0;2
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Business;Kurdistan Workers' Party (PKK);Incendiary;0;2
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Business;Kurdistan Workers' Party (PKK);Incendiary;0;2
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Business;Kurdistan Workers' Party (PKK);Incendiary;0;2
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Business;Kurdistan Workers' Party (PKK);Incendiary;0;2
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Business;Kurdistan Workers' Party (PKK);Incendiary;0;2
1995;Spain;WAAR;ONWAAR;Bombing/Explosion;Business;Basque Fatherland and Freedom (ETA);Explosives/Bombs/Dynamite;0;2
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Private Citizens & Property;Unknown;Incendiary;0;3
1995;France;WAAR;ONWAAR;Bombing/Explosion;Private Citizens & Property;Corsican National Liberation Front (FLNC);Explosives/Bombs/Dynamite;0;3
1995;France;WAAR;ONWAAR;Bombing/Explosion;Private Citizens & Property;Corsican National Liberation Front (FLNC);Explosives/Bombs/Dynamite;0;3
1995;France;WAAR;ONWAAR;Bombing/Explosion;Business;Corsican National Liberation Front (FLNC);Explosives/Bombs/Dynamite;0;3
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Religious Figures/Institutions;Kurdistan Workers' Party (PKK);Incendiary;0;3
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Private Citizens & Property;Kurdistan Workers' Party (PKK);Incendiary;0;3
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Business;Kurdistan Workers' Party (PKK);Incendiary;0;3
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Business;Kurdistan Workers' Party (PKK);Incendiary;0;3
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Business;Kurdistan Workers' Party (PKK);Incendiary;0;3
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Business;Kurdistan Workers' Party (PKK);Incendiary;0;3
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Private Citizens & Property;Kurdistan Workers' Party (PKK);Incendiary;0;3
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Religious Figures/Institutions;Kurdistan Workers' Party (PKK);Incendiary;0;3
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Business;Kurdistan Workers' Party (PKK);Incendiary;0;3
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Religious Figures/Institutions;Kurdistan Workers' Party (PKK);Incendiary;0;3
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Private Citizens & Property;Kurdistan Workers' Party (PKK);Incendiary;0;3
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Private Citizens & Property;Kurdistan Workers' Party (PKK);Incendiary;0;3
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Business;Kurdistan Workers' Party (PKK);Incendiary;0;3
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Business;Kurdistan Workers' Party (PKK);Incendiary;0;3
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Business;Kurdistan Workers' Party (PKK);Incendiary;0;3
1995;United Kingdom;ONWAAR;ONWAAR;Bombing/Explosion;Business;Unknown;Explosives/Bombs/Dynamite;0;3
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Religious Figures/Institutions;Kurdistan Workers' Party (PKK);Incendiary;0;3
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Business;Kurdistan Workers' Party (PKK);Incendiary;0;3
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Private Citizens & Property;Right-Wing Extremists;Incendiary;0;3
1995;Switzerland;WAAR;ONWAAR;Facility/Infrastructure Attack;Business;Unknown;Incendiary;0;3
1995;Switzerland;WAAR;ONWAAR;Facility/Infrastructure Attack;Business;Unknown;Incendiary;0;3
1995;Germany;ONWAAR;ONWAAR;Facility/Infrastructure Attack;Business;Kurdistan Workers' Party (PKK);Incendiary;0;3
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Business;Unknown;Incendiary;0;3
1995;Sweden;WAAR;ONWAAR;Facility/Infrastructure Attack;Government (General);Unknown;Incendiary;0;3
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Journalists & Media;Unknown;Incendiary;0;3
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Business;Unknown;Incendiary;0;3
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Business;Unknown;Incendiary;0;3
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Religious Figures/Institutions;Unknown;Incendiary;0;3
1995;Austria;WAAR;ONWAAR;Armed Assault;Private Citizens & Property;Kurdistan Workers' Party (PKK);Incendiary;0;3
1995;Spain;WAAR;ONWAAR;Armed Assault;Police;Basque Fatherland and Freedom (ETA);Incendiary;0;3
1995;United Kingdom;ONWAAR;ONWAAR;Bombing/Explosion;Private Citizens & Property;Unknown;Explosives/Bombs/Dynamite;0;3
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Unknown;Kurdistan Workers' Party (PKK);Incendiary;0;3
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Business;Kurdistan Workers' Party (PKK);Incendiary;0;3
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Business;Kurdistan Workers' Party (PKK);Incendiary;0;3
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Business;Kurdistan Workers' Party (PKK);Incendiary;0;3
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Business;Kurdistan Workers' Party (PKK);Incendiary;0;3
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Business;Kurdistan Workers' Party (PKK);Incendiary;0;3
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Business;Kurdistan Workers' Party (PKK);Incendiary;0;3
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Business;Kurdistan Workers' Party (PKK);Incendiary;0;3
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Business;Kurdistan Workers' Party (PKK);Incendiary;0;3
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Business;Kurdistan Workers' Party (PKK);Incendiary;0;3
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Business;Kurdistan Workers' Party (PKK);Incendiary;0;3
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Business;Kurdistan Workers' Party (PKK);Incendiary;0;3
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Business;Kurdistan Workers' Party (PKK);Incendiary;0;3
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Business;Unknown;Incendiary;0;3
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Journalists & Media;Unknown;Incendiary;0;3
1995;Germany;WAAR;ONWAAR;Armed Assault;Business;Kurdistan Workers' Party (PKK);Incendiary;0;3
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Business;Kurds;Incendiary;0;4
1995;United Kingdom;WAAR;ONWAAR;Facility/Infrastructure Attack;Business;Unknown;Incendiary;0;4
1995;Spain;WAAR;ONWAAR;Assassination;Military;Basque Fatherland and Freedom (ETA);Firearms;1;4
1995;Netherlands;WAAR;ONWAAR;Facility/Infrastructure Attack;Religious Figures/Institutions;Unknown;Incendiary;0;4
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Business;Unknown;Incendiary;0;4
1995;Austria;ONWAAR;ONWAAR;Bombing/Explosion;Utilities;Left-Wing Militants;Explosives/Bombs/Dynamite;2;4
1995;Austria;WAAR;ONWAAR;Armed Assault;Airports & Aircraft;Devrimici Halk Kurtulus Cephesi (DHKP/C);Incendiary;0;4
1995;Germany;ONWAAR;ONWAAR;Facility/Infrastructure Attack;Business;Dev Sol;Incendiary;0;4
1995;Germany;ONWAAR;ONWAAR;Facility/Infrastructure Attack;Business;Dev Sol;Incendiary;0;4
1995;Germany;ONWAAR;ONWAAR;Facility/Infrastructure Attack;Business;Dev Sol;Incendiary;0;4
1995;Germany;ONWAAR;ONWAAR;Facility/Infrastructure Attack;Business;Dev Sol;Incendiary;0;4
1995;Germany;ONWAAR;ONWAAR;Facility/Infrastructure Attack;Business;Dev Sol;Incendiary;0;4
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Private Citizens & Property;Unknown;Incendiary;0;4
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Private Citizens & Property;Unknown;Incendiary;0;4
1995;Netherlands;WAAR;ONWAAR;Facility/Infrastructure Attack;Business;Unknown;Incendiary;0;4
1995;Netherlands;WAAR;ONWAAR;Facility/Infrastructure Attack;Religious Figures/Institutions;Unknown;Incendiary;0;4
1995;Spain;ONWAAR;ONWAAR;Assassination;Government (General);Basque Fatherland and Freedom (ETA);Explosives/Bombs/Dynamite;0;4
1995;Spain;WAAR;ONWAAR;Bombing/Explosion;Police;Basque Fatherland and Freedom (ETA);Explosives/Bombs/Dynamite;1;4
1995;United Kingdom;WAAR;ONWAAR;Bombing/Explosion;Police;Irish Republican Army (IRA);Explosives/Bombs/Dynamite;1;4
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Business;Kurds;Incendiary;0;4
1995;Germany;WAAR;ONWAAR;Bombing/Explosion;Government (General);Anti-Imperialist Cell (AIZ);Explosives/Bombs/Dynamite;0;4
1995;Spain;WAAR;ONWAAR;Facility/Infrastructure Attack;Government (General);Unknown;Incendiary;0;4
1995;United Kingdom;WAAR;ONWAAR;Assassination;Private Citizens & Property;Irish Republican Army (IRA);Firearms;1;4
1995;Denmark;WAAR;ONWAAR;Facility/Infrastructure Attack;Airports & Aircraft;Unknown;Incendiary;0;5
1995;France;WAAR;ONWAAR;Unknown;Tourists;Neo-Nazi Group;Unknown;1;5
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Religious Figures/Institutions;Right-Wing Extremists;Incendiary;0;5
1995;Spain;WAAR;ONWAAR;Hostage Taking (Kidnapping);Business;Basque Fatherland and Freedom (ETA);Unknown;0;5
1995;Denmark;WAAR;ONWAAR;Hijacking;Maritime;Unknown;Firearms;0;5
1995;France;WAAR;ONWAAR;Bombing/Explosion;Government (General);Corsican Separatists;Explosives/Bombs/Dynamite;0;5
1995;Spain;WAAR;ONWAAR;Armed Assault;Military;Basque Fatherland and Freedom (ETA);Firearms;0;5
1995;United Kingdom;ONWAAR;ONWAAR;Assassination;Government (General);Unknown;Melee;0;5
1995;Ireland;WAAR;ONWAAR;Bombing/Explosion;Government (General);Ulster Volunteer Force (UVF);Explosives/Bombs/Dynamite;1;5
1995;Ireland;ONWAAR;ONWAAR;Facility/Infrastructure Attack;Unknown;Unknown;Incendiary;0;5
1995;Spain;WAAR;ONWAAR;Bombing/Explosion;Business;Basque Fatherland and Freedom (ETA);Explosives/Bombs/Dynamite;0;6
1995;Spain;WAAR;ONWAAR;Assassination;Police;Basque Fatherland and Freedom (ETA);Firearms;1;6
1995;Austria;WAAR;ONWAAR;Bombing/Explosion;Business;Belarusian Liberation Army;Explosives/Bombs/Dynamite;0;6
1995;Germany;WAAR;ONWAAR;Bombing/Explosion;Private Citizens & Property;Bavarian Liberation Army;Explosives/Bombs/Dynamite;0;6
1995;Portugal;WAAR;ONWAAR;Unknown;Private Citizens & Property;Unknown;Unknown;0;6
1995;Germany;WAAR;ONWAAR;Bombing/Explosion;Government (General);Bavarian Liberation Army;Explosives/Bombs/Dynamite;0;6
1995;Spain;WAAR;ONWAAR;Bombing/Explosion;Transportation;Unknown;Explosives/Bombs/Dynamite;0;6
1995;Spain;WAAR;ONWAAR;Bombing/Explosion;Transportation;Unknown;Explosives/Bombs/Dynamite;0;6
1995;Portugal;WAAR;ONWAAR;Unknown;Private Citizens & Property;Unknown;Unknown;0;6
1995;Spain;WAAR;ONWAAR;Bombing/Explosion;Police;Basque Fatherland and Freedom (ETA);Explosives/Bombs/Dynamite;1;6
1995;Greece;WAAR;ONWAAR;Bombing/Explosion;Journalists & Media;Revolutionary People's Struggle (ELA);Explosives/Bombs/Dynamite;0;6
1995;Spain;WAAR;ONWAAR;Bombing/Explosion;Business;Basque Fatherland and Freedom (ETA);Explosives/Bombs/Dynamite;0;6
1995;Portugal;WAAR;ONWAAR;Unknown;Private Citizens & Property;Unknown;Unknown;0;6
1995;Germany;ONWAAR;ONWAAR;Armed Assault;Business;Unknown;Incendiary;0;7
1995;Spain;WAAR;ONWAAR;Hostage Taking (Kidnapping);Business;First of October Antifascist Resistance Group (GRAPO);Unknown;0;7
1995;France;WAAR;ONWAAR;Bombing/Explosion;Business;Corsican National Liberation Front (FLNC);Explosives/Bombs/Dynamite;0;7
1995;Spain;WAAR;ONWAAR;Bombing/Explosion;Business;Basque Fatherland and Freedom (ETA);Explosives/Bombs/Dynamite;0;7
1995;Spain;WAAR;ONWAAR;Bombing/Explosion;Business;Basque Fatherland and Freedom (ETA);Explosives/Bombs/Dynamite;0;7
1995;Spain;WAAR;ONWAAR;Bombing/Explosion;Business;Basque Fatherland and Freedom (ETA);Explosives/Bombs/Dynamite;0;7
1995;United Kingdom;WAAR;ONWAAR;Facility/Infrastructure Attack;Transportation;Unknown;Incendiary;0;7
1995;United Kingdom;WAAR;ONWAAR;Hijacking;Transportation;Unknown;Firearms;0;7
1995;France;WAAR;ONWAAR;Assassination;Private Citizens & Property;Unknown;Firearms;1;7
1995;Switzerland;WAAR;ONWAAR;Armed Assault;Transportation;Unknown;Incendiary;0;7
1995;Germany;WAAR;ONWAAR;Bombing/Explosion;Business;Rote Zora;Explosives/Bombs/Dynamite;0;7
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Business;Unknown;Incendiary;0;7
1995;United Kingdom;WAAR;ONWAAR;Facility/Infrastructure Attack;Educational Institution;Unknown;Incendiary;0;7
1995;Spain;ONWAAR;ONWAAR;Bombing/Explosion;Transportation;Basque Fatherland and Freedom (ETA);Explosives/Bombs/Dynamite;0;7
1995;France;WAAR;ONWAAR;Assassination;Violent Political Party;Unknown;Firearms;1;7
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Religious Figures/Institutions;Kurds;Incendiary;0;7
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Religious Figures/Institutions;Kurdistan Workers' Party (PKK);Incendiary;0;7
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Private Citizens & Property;Kurds;Incendiary;0;7
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Business;Kurdistan Workers' Party (PKK);Incendiary;0;7
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Business;Kurdistan Workers' Party (PKK);Incendiary;0;7
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Business;Kurdistan Workers' Party (PKK);Incendiary;0;7
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Business;Kurdistan Workers' Party (PKK);Incendiary;0;7
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Business;Kurdistan Workers' Party (PKK);Incendiary;0;7
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Business;Kurdistan Workers' Party (PKK);Incendiary;0;7
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Business;Kurdistan Workers' Party (PKK);Incendiary;0;7
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Business;Kurdistan Workers' Party (PKK);Incendiary;0;7
1995;Spain;WAAR;ONWAAR;Assassination;Police;Neo-Nazi Group;Melee;1;7
1995;France;WAAR;ONWAAR;Bombing/Explosion;Transportation;Armed Islamic Group (GIA);Explosives/Bombs/Dynamite;7;7
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Journalists & Media;Kurdistan Workers' Party (PKK);Incendiary;0;7
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Business;Kurdistan Workers' Party (PKK);Incendiary;0;7
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Religious Figures/Institutions;Unknown;Incendiary;0;7
1995;France;WAAR;ONWAAR;Assassination;Terrorists/Non-State Militia;Unknown;Firearms;2;7
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Private Citizens & Property;Kurdistan Workers' Party (PKK);Incendiary;0;7
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Private Citizens & Property;Kurdistan Workers' Party (PKK);Incendiary;0;7
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Private Citizens & Property;Kurdistan Workers' Party (PKK);Incendiary;0;7
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Private Citizens & Property;Kurdistan Workers' Party (PKK);Incendiary;0;7
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Private Citizens & Property;Kurdistan Workers' Party (PKK);Incendiary;0;7
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Private Citizens & Property;Kurdistan Workers' Party (PKK);Incendiary;0;7
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Private Citizens & Property;Kurdistan Workers' Party (PKK);Incendiary;0;7
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Private Citizens & Property;Kurdistan Workers' Party (PKK);Incendiary;0;7
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Business;Kurdistan Workers' Party (PKK);Incendiary;0;7
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Business;Kurdistan Workers' Party (PKK);Incendiary;0;7
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Business;Kurdistan Workers' Party (PKK);Incendiary;0;7
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Government (Diplomatic);Kurdistan Workers' Party (PKK);Incendiary;0;7
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Business;Kurdistan Workers' Party (PKK);Incendiary;0;7
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Business;Kurdistan Workers' Party (PKK);Incendiary;0;7
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Business;Kurdistan Workers' Party (PKK);Incendiary;0;7
1995;Germany;WAAR;ONWAAR;Bombing/Explosion;Business;Unknown;Explosives/Bombs/Dynamite;0;7
1995;Germany;WAAR;ONWAAR;Bombing/Explosion;Business;Unknown;Explosives/Bombs/Dynamite;0;7
1995;Germany;WAAR;ONWAAR;Bombing/Explosion;Business;Unknown;Explosives/Bombs/Dynamite;0;7
1995;Germany;WAAR;ONWAAR;Bombing/Explosion;Business;Unknown;Explosives/Bombs/Dynamite;0;7
1995;Germany;WAAR;ONWAAR;Bombing/Explosion;Business;Unknown;Explosives/Bombs/Dynamite;0;7
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Private Citizens & Property;Kurdistan Workers' Party (PKK);Incendiary;0;7
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Religious Figures/Institutions;Kurdistan Workers' Party (PKK);Incendiary;0;7
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Private Citizens & Property;Kurdistan Workers' Party (PKK);Incendiary;0;7
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Business;Kurdistan Workers' Party (PKK);Incendiary;0;7
1995;France;WAAR;ONWAAR;Facility/Infrastructure Attack;Government (Diplomatic);Kurdistan Workers' Party (PKK);Incendiary;0;7
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Business;Kurdistan Workers' Party (PKK);Incendiary;0;7
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Business;Kurdistan Workers' Party (PKK);Incendiary;0;7
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Business;Kurdistan Workers' Party (PKK);Incendiary;0;7
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Business;Kurdistan Workers' Party (PKK);Incendiary;0;7
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Business;Kurdistan Workers' Party (PKK);Incendiary;0;7
1995;Germany;WAAR;ONWAAR;Hijacking;Tourists;Unaffiliated Individual(s);Unknown;3;7
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Business;Kurdistan Workers' Party (PKK);Incendiary;0;7
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Business;Kurdistan Workers' Party (PKK);Incendiary;0;7
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Business;Kurdistan Workers' Party (PKK);Incendiary;0;7
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Business;Kurdistan Workers' Party (PKK);Incendiary;0;7
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Business;Kurdistan Workers' Party (PKK);Incendiary;0;7
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Private Citizens & Property;Kurdistan Workers' Party (PKK);Incendiary;0;7
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Business;Kurdistan Workers' Party (PKK);Incendiary;0;7
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Business;Kurdistan Workers' Party (PKK);Incendiary;0;7
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Private Citizens & Property;Kurdistan Workers' Party (PKK);Incendiary;0;8
1995;France;WAAR;ONWAAR;Bombing/Explosion;Educational Institution;Corsican Separatists;Explosives/Bombs/Dynamite;0;8
1995;Germany;ONWAAR;ONWAAR;Facility/Infrastructure Attack;Business;Kurdistan Workers' Party (PKK);Incendiary;0;8
1995;Greece;WAAR;ONWAAR;Bombing/Explosion;Business;Anti-Establishment Nucleus;Explosives/Bombs/Dynamite;0;8
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Government (Diplomatic);Kurdistan Workers' Party (PKK);Incendiary;0;8
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Business;Unknown;Incendiary;0;8
1995;Germany;WAAR;ONWAAR;Facility/Infrastructure Attack;Business;Kurdistan Workers' Party (PKK);Incendiary;0;8
1995;Greece;WAAR;ONWAAR;Bombing/Explosion;Business;Anti-Establishment Nucleus;Explosives/Bombs/Dynamite;0;8
1995;Spain;WAAR;ONWAAR;Bombing/Explosion;Business;Basque Fatherland and Freedom (ETA);Explosives/Bombs/Dynamite;0;8
1995;Spain;WAAR;ONWAAR;Bombing/Explosion;Business;Basque Fatherland and Freedom (ETA);Explosives/Bombs/Dynamite;0;8
1995;Spain;WAAR;ONWAAR;Bombing/Explosion;Business;Basque Fatherland and Freedom (ETA);Explosives/Bombs/Dynamite;0;8
1995;Spain;WAAR;ONWAAR;Bombing/Explosion;Business;Basque Fatherland and Freedom (ETA);Explosives/Bombs/Dynamite;0;8
1995;Spain;WAAR;ONWAAR;Bombing/Explosion;Business;Basque Fatherland and Freedom (ETA);Explosives/Bombs/Dynamite;0;8
1995;Spain;WAAR;ONWAAR;Bombing/Explosion;Business;Basque Fatherland and Freedom (ETA);Explosives/Bombs/Dynamite;0;8
1995;Spain;WAAR;ONWAAR;Bombing/Explosion;Business;Basque Fatherland and Freedom (ETA);Explosives/Bombs/Dynamite;0;8
1995;Spain;WAAR;ONWAAR;Bombing/Explosion;Business;Basque Fatherland and Freedom (ETA);Explosives/Bombs/Dynamite;0;8
1995;Spain;WAAR;ONWAAR;Bombing/Explosion;Business;Basque Fatherland and Freedom (ETA);Explosives/Bombs/Dynamite;0;8
1995;Spain;WAAR;ONWAAR;Bombing/Explosion;Business;Basque Fatherland and Freedom (ETA);Explosives/Bombs/Dynamite;0;8
1995;Switzerland;WAAR;ONWAAR;Armed Assault;Transportation;Unknown;Incendiary;0;8
